PeriodEnd,PeriodStart,Period,AirTemp,Dhi,Dni,Ghi,PrecipitableWater,RelativeHumidity,SurfacePressure,WindDirection10m,WindSpeed10m
2021-04-09T01:00:00Z,2021-04-09T00:00:00Z,PT60M,12.7,84,766,400,7.1,61.2,1014.1,274,4.9
2021-04-09T02:00:00Z,2021-04-09T01:00:00Z,PT60M,11.9,58,530,177,7.5,66.8,1014.3,263,4.9
2021-04-09T03:00:00Z,2021-04-09T02:00:00Z,PT60M,10.7,11,74,18,8.0,75.6,1014.4,260,4.7
2021-04-09T04:00:00Z,2021-04-09T03:00:00Z,PT60M,10.0,0,0,0,8.2,81.1,1014.6,265,3.8
2021-04-09T05:00:00Z,2021-04-09T04:00:00Z,PT60M,9.8,0,0,0,8.6,82.7,1014.8,266,3.1
2021-04-09T06:00:00Z,2021-04-09T05:00:00Z,PT60M,9.7,0,0,0,8.9,83.9,1014.5,264,2.3
2021-04-09T07:00:00Z,2021-04-09T06:00:00Z,PT60M,9.6,0,0,0,9.1,84.7,1014.2,247,1.5
2021-04-09T08:00:00Z,2021-04-09T07:00:00Z,PT60M,9.4,0,0,0,9.3,85.3,1014.3,236,1.7
2021-04-09T09:00:00Z,2021-04-09T08:00:00Z,PT60M,9.3,0,0,0,9.6,85.5,1014.2,246,2.1
2021-04-09T10:00:00Z,2021-04-09T09:00:00Z,PT60M,9.0,0,0,0,9.7,85.8,1013.9,259,2.2
2021-04-09T11:00:00Z,2021-04-09T10:00:00Z,PT60M,8.8,0,0,0,9.7,85.2,1013.9,270,2.7
2021-04-09T12:00:00Z,2021-04-09T11:00:00Z,PT60M,8.6,0,0,0,9.6,84.9,1014.1,279,3.4
2021-04-09T13:00:00Z,2021-04-09T12:00:00Z,PT60M,8.4,0,0,0,9.6,86.0,1014.1,281,3.6
2021-04-09T14:00:00Z,2021-04-09T13:00:00Z,PT60M,8.3,1,0,1,9.8,86.6,1014.3,277,3.4
2021-04-09T15:00:00Z,2021-04-09T14:00:00Z,PT60M,8.6,69,16,72,10.2,84.9,1014.6,266,2.9
2021-04-09T16:00:00Z,2021-04-09T15:00:00Z,PT60M,9.3,149,311,266,10.5,81.2,1014.9,256,2.7
2021-04-09T17:00:00Z,2021-04-09T16:00:00Z,PT60M,10.1,105,802,524,10.3,76.2,1015.2,260,3.3
2021-04-09T18:00:00Z,2021-04-09T17:00:00Z,PT60M,11.0,114,889,713,9.9,71.7,1015.5,265,3.8
2021-04-09T19:00:00Z,2021-04-09T18:00:00Z,PT60M,11.5,118,938,853,9.5,69.4,1015.3,262,4.1
2021-04-09T20:00:00Z,2021-04-09T19:00:00Z,PT60M,11.9,120,962,934,9.0,67.8,1014.9,259,4.6
2021-04-09T21:00:00Z,2021-04-09T20:00:00Z,PT60M,12.1,119,969,949,8.5,67.0,1014.7,260,5.3
2021-04-09T22:00:00Z,2021-04-09T21:00:00Z,PT60M,11.9,112,966,898,8.1,67.7,1014.5,267,6.7
2021-04-09T23:00:00Z,2021-04-09T22:00:00Z,PT60M,11.7,109,932,780,7.8,68.5,1014.2,275,7.6
2021-04-10T00:00:00Z,2021-04-09T23:00:00Z,PT60M,11.4,104,863,609,7.4,69.4,1013.7,281,7.4
2021-04-10T01:00:00Z,2021-04-10T00:00:00Z,PT60M,11.0,92,735,397,7.3,71.8,1013.5,282,7.2
2021-04-10T02:00:00Z,2021-04-10T01:00:00Z,PT60M,10.2,64,481,175,7.4,76.3,1013.6,278,7.1
2021-04-10T03:00:00Z,2021-04-10T02:00:00Z,PT60M,9.2,12,60,18,7.5,81.8,1013.7,276,6.9
2021-04-10T04:00:00Z,2021-04-10T03:00:00Z,PT60M,8.7,0,0,0,7.7,85.2,1013.9,277,6.6
2021-04-10T05:00:00Z,2021-04-10T04:00:00Z,PT60M,8.5,0,0,0,7.8,86.4,1014.1,279,6.2
2021-04-10T06:00:00Z,2021-04-10T05:00:00Z,PT60M,8.4,0,0,0,7.8,87.2,1014.4,281,6.3
2021-04-10T07:00:00Z,2021-04-10T06:00:00Z,PT60M,8.2,0,0,0,7.4,87.5,1014.6,283,6.1
2021-04-10T08:00:00Z,2021-04-10T07:00:00Z,PT60M,8.1,0,0,0,7.2,87.5,1014.7,283,5.9
2021-04-10T09:00:00Z,2021-04-10T08:00:00Z,PT60M,7.9,0,0,0,7.3,88.1,1014.6,281,5.4
2021-04-10T10:00:00Z,2021-04-10T09:00:00Z,PT60M,7.9,0,0,0,7.5,88.4,1014.1,281,4.3
2021-04-10T11:00:00Z,2021-04-10T10:00:00Z,PT60M,8.0,0,0,0,8.2,87.8,1013.6,278,3.2
2021-04-10T12:00:00Z,2021-04-10T11:00:00Z,PT60M,7.9,0,0,0,9.2,87.2,1013.6,276,3.0
2021-04-10T13:00:00Z,2021-04-10T12:00:00Z,PT60M,7.9,0,0,0,9.8,86.3,1013.4,287,2.6
2021-04-10T14:00:00Z,2021-04-10T13:00:00Z,PT60M,7.8,2,3,2,9.9,85.7,1013.2,293,1.6
2021-04-10T15:00:00Z,2021-04-10T14:00:00Z,PT60M,8.1,59,208,96,10.0,84.2,1013.5,274,0.7
2021-04-10T16:00:00Z,2021-04-10T15:00:00Z,PT60M,8.9,85,653,314,10.4,79.5,1013.8,193,0.4
2021-04-10T17:00:00Z,2021-04-10T16:00:00Z,PT60M,10.1,100,818,532,10.8,73.1,1013.7,138,0.6
2021-04-10T18:00:00Z,2021-04-10T17:00:00Z,PT60M,11.3,108,901,719,10.8,66.5,1013.9,208,0.6
2021-04-10T19:00:00Z,2021-04-10T18:00:00Z,PT60M,12.0,109,952,859,10.6,62.5,1013.9,259,2.1
2021-04-10T20:00:00Z,2021-04-10T19:00:00Z,PT60M,12.6,110,977,940,10.1,60.5,1013.2,268,3.1
2021-04-10T21:00:00Z,2021-04-10T20:00:00Z,PT60M,12.9,110,982,954,9.6,59.9,1012.3,265,3.8
2021-04-10T22:00:00Z,2021-04-10T21:00:00Z,PT60M,13.0,112,963,898,9.4,60.6,1011.5,267,4.2
2021-04-10T23:00:00Z,2021-04-10T22:00:00Z,PT60M,13.3,106,932,780,9.6,60.2,1010.7,270,4.6
2021-04-11T00:00:00Z,2021-04-10T23:00:00Z,PT60M,13.7,96,875,610,10.3,58.9,1010.1,269,4.4
2021-04-11T01:00:00Z,2021-04-11T00:00:00Z,PT60M,13.5,80,774,402,10.4,60.7,1009.7,263,4.5
2021-04-11T02:00:00Z,2021-04-11T01:00:00Z,PT60M,12.5,55,570,185,9.4,66.9,1009.6,256,4.5
2021-04-11T03:00:00Z,2021-04-11T02:00:00Z,PT60M,11.1,11,98,21,7.5,74.9,1009.8,257,4.8
2021-04-11T04:00:00Z,2021-04-11T03:00:00Z,PT60M,9.8,0,0,0,6.1,81.6,1010.2,267,5.5
2021-04-11T05:00:00Z,2021-04-11T04:00:00Z,PT60M,9.2,0,0,0,5.8,84.4,1010.6,272,4.4
2021-04-11T06:00:00Z,2021-04-11T05:00:00Z,PT60M,8.9,0,0,0,6.3,85.2,1010.4,253,2.7
2021-04-11T07:00:00Z,2021-04-11T06:00:00Z,PT60M,8.8,0,0,0,7.0,86.1,1010.0,224,2.0
2021-04-11T08:00:00Z,2021-04-11T07:00:00Z,PT60M,8.7,0,0,0,7.4,87.0,1009.5,198,1.9
2021-04-11T09:00:00Z,2021-04-11T08:00:00Z,PT60M,8.6,0,0,0,7.6,87.9,1008.9,196,2.1
2021-04-11T10:00:00Z,2021-04-11T09:00:00Z,PT60M,8.4,0,0,0,7.6,88.1,1008.3,194,1.9
2021-04-11T11:00:00Z,2021-04-11T10:00:00Z,PT60M,8.3,0,0,0,7.4,87.8,1007.9,185,1.8
2021-04-11T12:00:00Z,2021-04-11T11:00:00Z,PT60M,8.2,0,0,0,7.6,88.4,1007.8,196,1.6
2021-04-11T13:00:00Z,2021-04-11T12:00:00Z,PT60M,8.0,0,0,0,8.0,89.0,1007.7,204,1.2
2021-04-11T14:00:00Z,2021-04-11T13:00:00Z,PT60M,7.9,2,6,3,8.5,89.3,1007.7,180,1.1
2021-04-11T15:00:00Z,2021-04-11T14:00:00Z,PT60M,8.3,57,264,104,9.1,87.5,1007.8,165,1.5
2021-04-11T16:00:00Z,2021-04-11T15:00:00Z,PT60M,9.2,80,686,324,9.7,82.6,1008.0,167,1.5
2021-04-11T17:00:00Z,2021-04-11T16:00:00Z,PT60M,10.4,95,837,541,10.1,75.7,1007.9,163,1.4
2021-04-11T18:00:00Z,2021-04-11T17:00:00Z,PT60M,11.7,106,909,725,10.3,68.2,1008.0,178,1.0
2021-04-11T19:00:00Z,2021-04-11T18:00:00Z,PT60M,12.8,119,936,860,10.4,62.6,1007.8,240,1.1
2021-04-11T20:00:00Z,2021-04-11T19:00:00Z,PT60M,13.4,124,953,937,10.4,60.0,1007.4,266,2.1
2021-04-11T21:00:00Z,2021-04-11T20:00:00Z,PT60M,13.4,126,954,949,10.3,59.8,1007.0,268,3.1
2021-04-11T22:00:00Z,2021-04-11T21:00:00Z,PT60M,13.3,121,945,896,10.2,60.9,1006.5,268,3.7
2021-04-11T23:00:00Z,2021-04-11T22:00:00Z,PT60M,13.1,116,913,779,10.0,62.5,1005.8,266,4.0
2021-04-12T00:00:00Z,2021-04-11T23:00:00Z,PT60M,12.7,108,848,608,9.8,65.1,1005.3,265,4.2
2021-04-12T01:00:00Z,2021-04-12T00:00:00Z,PT60M,12.0,93,730,399,9.7,68.6,1005.2,264,4.3
2021-04-12T02:00:00Z,2021-04-12T01:00:00Z,PT60M,11.0,64,494,180,9.4,73.1,1005.2,263,4.2
2021-04-12T03:00:00Z,2021-04-12T02:00:00Z,PT60M,9.9,13,13,15,9.0,78.9,1005.3,260,3.9
2021-04-12T04:00:00Z,2021-04-12T03:00:00Z,PT60M,9.1,0,0,0,8.9,82.9,1005.6,255,3.5
2021-04-12T05:00:00Z,2021-04-12T04:00:00Z,PT60M,8.9,0,0,0,9.1,84.1,1006.0,252,3.2
2021-04-12T06:00:00Z,2021-04-12T05:00:00Z,PT60M,8.8,0,0,0,9.7,84.6,1006.1,249,2.8
2021-04-12T07:00:00Z,2021-04-12T06:00:00Z,PT60M,8.8,0,0,0,10.4,85.2,1005.9,242,2.5
2021-04-12T08:00:00Z,2021-04-12T07:00:00Z,PT60M,8.7,0,0,0,10.8,86.4,1005.7,233,2.6
2021-04-12T09:00:00Z,2021-04-12T08:00:00Z,PT60M,8.7,0,0,0,10.8,87.0,1005.5,227,2.4
2021-04-12T10:00:00Z,2021-04-12T09:00:00Z,PT60M,8.6,0,0,0,10.8,87.3,1005.3,223,2.3
2021-04-12T11:00:00Z,2021-04-12T10:00:00Z,PT60M,8.5,0,0,0,10.7,88.5,1005.1,217,2.3
2021-04-12T12:00:00Z,2021-04-12T11:00:00Z,PT60M,8.5,0,0,0,10.7,89.7,1004.9,215,1.9
2021-04-12T13:00:00Z,2021-04-12T12:00:00Z,PT60M,8.5,0,0,0,11.0,90.9,1005.0,223,1.6
2021-04-12T14:00:00Z,2021-04-12T13:00:00Z,PT60M,8.5,3,2,3,11.2,92.2,1005.1,225,1.7
2021-04-12T15:00:00Z,2021-04-12T14:00:00Z,PT60M,9.0,73,94,93,11.2,90.6,1005.4,221,1.5
2021-04-12T16:00:00Z,2021-04-12T15:00:00Z,PT60M,10.0,153,340,282,11.2,85.0,1005.8,222,1.3
2021-04-12T17:00:00Z,2021-04-12T16:00:00Z,PT60M,11.3,110,797,537,11.3,77.6,1006.0,237,1.4
2021-04-12T18:00:00Z,2021-04-12T17:00:00Z,PT60M,12.4,124,872,722,11.4,70.3,1006.2,249,1.6
2021-04-12T19:00:00Z,2021-04-12T18:00:00Z,PT60M,13.4,129,919,859,11.5,64.0,1006.3,260,2.0
2021-04-12T20:00:00Z,2021-04-12T19:00:00Z,PT60M,14.1,135,935,936,11.7,59.8,1006.1,267,2.5
2021-04-12T21:00:00Z,2021-04-12T20:00:00Z,PT60M,14.6,140,930,946,12.0,57.5,1005.7,264,3.0
2021-04-12T22:00:00Z,2021-04-12T21:00:00Z,PT60M,14.9,141,909,889,12.2,56.4,1005.1,263,3.6
2021-04-12T23:00:00Z,2021-04-12T22:00:00Z,PT60M,14.6,137,868,770,12.2,58.7,1004.7,260,4.8
2021-04-13T00:00:00Z,2021-04-12T23:00:00Z,PT60M,13.7,122,812,603,11.7,63.3,1004.5,259,4.8
2021-04-13T01:00:00Z,2021-04-13T00:00:00Z,PT60M,13.0,119,620,387,10.5,66.5,1004.4,258,4.0
2021-04-13T02:00:00Z,2021-04-13T01:00:00Z,PT60M,12.2,83,392,173,9.4,70.4,1004.4,257,3.7
2021-04-13T03:00:00Z,2021-04-13T02:00:00Z,PT60M,11.2,16,45,20,8.7,76.2,1004.6,259,3.3
2021-04-13T04:00:00Z,2021-04-13T03:00:00Z,PT60M,10.3,0,0,0,8.6,81.4,1004.9,253,3.1
2021-04-13T05:00:00Z,2021-04-13T04:00:00Z,PT60M,9.9,0,0,0,8.8,84.5,1005.2,246,3.3
2021-04-13T06:00:00Z,2021-04-13T05:00:00Z,PT60M,9.5,0,0,0,8.7,86.2,1005.4,246,3.6
2021-04-13T07:00:00Z,2021-04-13T06:00:00Z,PT60M,9.4,0,0,0,8.1,86.1,1005.3,240,4.0
2021-04-13T08:00:00Z,2021-04-13T07:00:00Z,PT60M,9.3,0,0,0,7.4,85.8,1005.2,230,4.4
2021-04-13T09:00:00Z,2021-04-13T08:00:00Z,PT60M,9.1,0,0,0,7.4,86.1,1005.1,225,4.6
2021-04-13T10:00:00Z,2021-04-13T09:00:00Z,PT60M,8.9,0,0,0,8.1,86.7,1004.9,229,4.8
2021-04-13T11:00:00Z,2021-04-13T10:00:00Z,PT60M,8.8,0,0,0,8.5,87.3,1004.8,235,4.8
2021-04-13T12:00:00Z,2021-04-13T11:00:00Z,PT60M,8.8,0,0,0,8.4,87.9,1004.8,245,5.2
2021-04-13T13:00:00Z,2021-04-13T12:00:00Z,PT60M,8.9,0,0,0,8.2,87.9,1004.9,254,5.9
2021-04-13T14:00:00Z,2021-04-13T13:00:00Z,PT60M,9.1,3,2,3,8.2,87.0,1005.1,256,6.6
2021-04-13T15:00:00Z,2021-04-13T14:00:00Z,PT60M,9.3,71,0,72,7.8,85.5,1005.3,256,6.9
2021-04-13T16:00:00Z,2021-04-13T15:00:00Z,PT60M,9.9,170,256,274,6.8,82.7,1005.3,257,6.8
2021-04-13T17:00:00Z,2021-04-13T16:00:00Z,PT60M,10.6,183,607,514,5.6,78.4,1005.4,263,6.9
2021-04-13T18:00:00Z,2021-04-13T17:00:00Z,PT60M,11.3,144,856,735,5.3,73.5,1005.7,274,7.2
2021-04-13T19:00:00Z,2021-04-13T18:00:00Z,PT60M,11.9,139,923,876,5.8,69.7,1005.9,278,7.3
2021-04-13T20:00:00Z,2021-04-13T19:00:00Z,PT60M,12.6,140,944,952,6.5,65.9,1005.8,276,7.0
2021-04-13T21:00:00Z,2021-04-13T20:00:00Z,PT60M,12.9,143,940,960,7.1,63.1,1005.8,274,7.0
2021-04-13T22:00:00Z,2021-04-13T21:00:00Z,PT60M,12.9,144,919,902,7.2,62.5,1005.5,272,7.5
2021-04-13T23:00:00Z,2021-04-13T22:00:00Z,PT60M,12.6,133,892,786,7.0,63.7,1005.1,272,7.5
2021-04-14T00:00:00Z,2021-04-13T23:00:00Z,PT60M,12.0,118,837,617,6.7,66.5,1005.0,269,7.0
2021-04-14T01:00:00Z,2021-04-14T00:00:00Z,PT60M,11.4,99,725,407,6.7,69.9,1004.8,264,6.8
2021-04-14T02:00:00Z,2021-04-14T01:00:00Z,PT60M,10.8,68,486,185,6.7,73.8,1004.8,263,6.6
2021-04-14T03:00:00Z,2021-04-14T02:00:00Z,PT60M,10.1,16,52,21,6.6,78.1,1005.0,261,6.2
2021-04-14T04:00:00Z,2021-04-14T03:00:00Z,PT60M,9.7,0,0,0,6.8,81.3,1005.1,256,5.8
2021-04-14T05:00:00Z,2021-04-14T04:00:00Z,PT60M,9.5,0,0,0,7.4,82.4,1005.1,251,5.2
2021-04-14T06:00:00Z,2021-04-14T05:00:00Z,PT60M,9.5,0,0,0,8.4,82.4,1004.9,240,4.7
2021-04-14T07:00:00Z,2021-04-14T06:00:00Z,PT60M,9.4,0,0,0,9.5,81.8,1005.0,232,4.6
2021-04-14T08:00:00Z,2021-04-14T07:00:00Z,PT60M,9.3,0,0,0,10.4,81.8,1005.4,229,4.0
2021-04-14T09:00:00Z,2021-04-14T08:00:00Z,PT60M,9.2,0,0,0,11.1,82.4,1005.7,217,3.6
2021-04-14T10:00:00Z,2021-04-14T09:00:00Z,PT60M,9.1,0,0,0,11.6,83.5,1006.0,199,3.3
2021-04-14T11:00:00Z,2021-04-14T10:00:00Z,PT60M,8.8,0,0,0,11.9,84.9,1006.3,171,3.1
2021-04-14T12:00:00Z,2021-04-14T11:00:00Z,PT60M,8.6,0,0,0,11.9,86.4,1006.5,152,3.6
2021-04-14T13:00:00Z,2021-04-14T12:00:00Z,PT60M,8.5,0,0,0,11.7,86.6,1006.8,141,3.7
2021-04-14T14:00:00Z,2021-04-14T13:00:00Z,PT60M,8.4,3,3,3,11.5,85.7,1007.4,141,3.6
2021-04-14T15:00:00Z,2021-04-14T14:00:00Z,PT60M,8.9,71,150,102,11.1,82.8,1008.0,147,3.4
2021-04-14T16:00:00Z,2021-04-14T15:00:00Z,PT60M,10.1,104,586,322,10.7,75.6,1008.4,150,3.0
2021-04-14T17:00:00Z,2021-04-14T16:00:00Z,PT60M,11.5,124,763,540,10.4,66.3,1009.0,155,2.2
2021-04-14T18:00:00Z,2021-04-14T17:00:00Z,PT60M,12.9,128,866,729,10.1,57.8,1009.6,164,1.0
2021-04-14T19:00:00Z,2021-04-14T18:00:00Z,PT60M,13.8,126,927,869,10.0,52.9,1009.8,235,1.2
2021-04-14T20:00:00Z,2021-04-14T19:00:00Z,PT60M,14.0,126,951,947,10.1,51.7,1009.7,245,2.8
2021-04-14T21:00:00Z,2021-04-14T20:00:00Z,PT60M,14.4,125,955,958,10.3,51.8,1009.4,250,3.9
2021-04-14T22:00:00Z,2021-04-14T21:00:00Z,PT60M,14.6,124,938,901,10.7,53.5,1009.2,251,5.3
2021-04-14T23:00:00Z,2021-04-14T22:00:00Z,PT60M,14.2,117,908,784,10.5,57.0,1009.0,251,6.4
2021-04-15T00:00:00Z,2021-04-14T23:00:00Z,PT60M,13.5,106,854,616,10.2,60.9,1009.0,254,6.2
2021-04-15T01:00:00Z,2021-04-15T00:00:00Z,PT60M,13.0,88,754,410,10.0,63.6,1009.0,259,5.2
2021-04-15T02:00:00Z,2021-04-15T01:00:00Z,PT60M,12.4,61,546,192,9.8,66.2,1009.1,259,4.1
2021-04-15T03:00:00Z,2021-04-15T02:00:00Z,PT60M,11.6,17,52,22,9.6,71.0,1009.3,255,3.2
2021-04-15T04:00:00Z,2021-04-15T03:00:00Z,PT60M,10.9,0,0,0,9.5,75.6,1009.8,252,2.7
2021-04-15T05:00:00Z,2021-04-15T04:00:00Z,PT60M,10.5,0,0,0,9.4,79.5,1010.5,252,2.8
2021-04-15T06:00:00Z,2021-04-15T05:00:00Z,PT60M,10.2,0,0,0,9.6,82.5,1010.8,249,2.8
2021-04-15T07:00:00Z,2021-04-15T06:00:00Z,PT60M,10.0,0,0,0,9.6,83.3,1010.8,242,2.5
2021-04-15T08:00:00Z,2021-04-15T07:00:00Z,PT60M,9.7,0,0,0,9.6,83.3,1011.0,240,2.4
2021-04-15T09:00:00Z,2021-04-15T08:00:00Z,PT60M,9.5,0,0,0,9.8,83.5,1011.2,241,2.5
2021-04-15T10:00:00Z,2021-04-15T09:00:00Z,PT60M,9.4,0,0,0,9.7,84.1,1011.2,246,2.4
2021-04-15T11:00:00Z,2021-04-15T10:00:00Z,PT60M,9.2,0,0,0,9.3,84.4,1011.1,250,2.0
2021-04-15T12:00:00Z,2021-04-15T11:00:00Z,PT60M,9.0,0,0,0,8.9,84.6,1011.0,246,1.7
2021-04-15T13:00:00Z,2021-04-15T12:00:00Z,PT60M,8.9,0,0,0,8.6,85.2,1010.9,239,1.6
2021-04-15T14:00:00Z,2021-04-15T13:00:00Z,PT60M,8.9,4,15,5,8.4,85.2,1011.2,232,1.6
2021-04-15T15:00:00Z,2021-04-15T14:00:00Z,PT60M,9.4,57,356,126,8.1,82.3,1011.6,231,1.3
2021-04-15T16:00:00Z,2021-04-15T15:00:00Z,PT60M,10.4,76,742,351,7.8,75.9,1012.0,233,1.3
2021-04-15T17:00:00Z,2021-04-15T16:00:00Z,PT60M,11.5,90,871,568,7.7,68.2,1012.3,243,1.6
2021-04-15T18:00:00Z,2021-04-15T17:00:00Z,PT60M,12.3,96,943,754,7.5,61.6,1012.4,253,2.3
2021-04-15T19:00:00Z,2021-04-15T18:00:00Z,PT60M,12.8,98,986,893,7.3,56.8,1012.5,254,3.2
2021-04-15T20:00:00Z,2021-04-15T19:00:00Z,PT60M,13.3,100,1005,970,7.1,53.8,1012.4,256,4.0
2021-04-15T21:00:00Z,2021-04-15T20:00:00Z,PT60M,13.3,100,1008,982,6.9,53.7,1012.1,259,4.6
2021-04-15T22:00:00Z,2021-04-15T21:00:00Z,PT60M,13.3,99,995,925,6.9,55.0,1011.7,262,4.9
2021-04-15T23:00:00Z,2021-04-15T22:00:00Z,PT60M,13.3,95,966,807,6.9,56.6,1011.3,264,4.9
2021-04-16T00:00:00Z,2021-04-15T23:00:00Z,PT60M,13.0,88,912,636,6.8,59.6,1011.0,263,4.8
2021-04-16T01:00:00Z,2021-04-16T00:00:00Z,PT60M,12.5,77,810,425,6.9,63.3,1010.9,260,4.5
2021-04-16T02:00:00Z,2021-04-16T01:00:00Z,PT60M,11.8,56,604,202,7.1,68.6,1011.0,258,4.4
2021-04-16T03:00:00Z,2021-04-16T02:00:00Z,PT60M,10.8,15,118,27,7.5,77.2,1011.4,261,4.3
2021-04-16T04:00:00Z,2021-04-16T03:00:00Z,PT60M,9.9,0,0,0,7.9,84.8,1011.9,264,3.8
2021-04-16T05:00:00Z,2021-04-16T04:00:00Z,PT60M,9.6,0,0,0,8.3,87.7,1012.2,266,3.1
2021-04-16T06:00:00Z,2021-04-16T05:00:00Z,PT60M,9.4,0,0,0,8.7,88.2,1012.3,272,2.7
2021-04-16T07:00:00Z,2021-04-16T06:00:00Z,PT60M,9.2,0,0,0,8.9,87.9,1012.2,271,2.3
2021-04-16T08:00:00Z,2021-04-16T07:00:00Z,PT60M,9.1,0,0,0,9.0,87.0,1012.1,262,1.8
2021-04-16T09:00:00Z,2021-04-16T08:00:00Z,PT60M,8.9,0,0,0,9.0,86.7,1012.0,255,1.8
2021-04-16T10:00:00Z,2021-04-16T09:00:00Z,PT60M,8.8,0,0,0,8.9,86.7,1011.7,257,1.8
2021-04-16T11:00:00Z,2021-04-16T10:00:00Z,PT60M,8.6,0,0,0,8.7,87.0,1011.4,261,1.7
2021-04-16T12:00:00Z,2021-04-16T11:00:00Z,PT60M,8.4,0,0,0,8.7,87.8,1011.3,267,1.7
2021-04-16T13:00:00Z,2021-04-16T12:00:00Z,PT60M,8.3,0,0,0,8.9,89.4,1011.4,273,1.7
2021-04-16T14:00:00Z,2021-04-16T13:00:00Z,PT60M,8.3,4,10,5,9.2,90.6,1011.5,274,1.5
2021-04-16T15:00:00Z,2021-04-16T14:00:00Z,PT60M,8.8,80,182,113,9.7,89.1,1011.5,264,1.4
2021-04-16T16:00:00Z,2021-04-16T15:00:00Z,PT60M,9.9,183,253,283,10.0,84.1,1011.5,255,1.3
2021-04-16T17:00:00Z,2021-04-16T16:00:00Z,PT60M,11.1,160,650,528,10.3,77.1,1011.6,252,1.6
2021-04-16T18:00:00Z,2021-04-16T17:00:00Z,PT60M,12.0,119,888,741,10.8,71.4,1011.7,252,2.3
2021-04-16T19:00:00Z,2021-04-16T18:00:00Z,PT60M,12.5,140,900,869,11.5,68.2,1011.5,253,3.2
2021-04-16T20:00:00Z,2021-04-16T19:00:00Z,PT60M,13.1,148,913,942,12.1,65.8,1011.2,255,3.9
2021-04-16T21:00:00Z,2021-04-16T20:00:00Z,PT60M,13.4,147,917,952,12.4,64.3,1010.7,259,4.4
2021-04-16T22:00:00Z,2021-04-16T21:00:00Z,PT60M,13.6,132,923,901,12.4,64.4,1010.2,260,5.1
2021-04-16T23:00:00Z,2021-04-16T22:00:00Z,PT60M,13.6,124,893,785,12.3,65.3,1009.7,261,5.6
2021-04-17T00:00:00Z,2021-04-16T23:00:00Z,PT60M,13.3,114,833,616,12.2,66.1,1009.4,264,5.7
2021-04-17T01:00:00Z,2021-04-17T00:00:00Z,PT60M,12.8,96,725,410,12.0,67.6,1009.5,267,5.8
2021-04-17T02:00:00Z,2021-04-17T01:00:00Z,PT60M,12.0,88,203,150,11.8,71.3,1009.7,269,5.6
2021-04-17T03:00:00Z,2021-04-17T02:00:00Z,PT60M,11.0,19,21,21,11.8,79.4,1010.2,269,5.1
2021-04-17T04:00:00Z,2021-04-17T03:00:00Z,PT60M,10.3,0,0,0,12.2,86.3,1010.8,263,4.3
2021-04-17T05:00:00Z,2021-04-17T04:00:00Z,PT60M,10.4,0,0,0,12.9,87.7,1011.3,254,3.5
2021-04-17T06:00:00Z,2021-04-17T05:00:00Z,PT60M,10.2,0,0,0,13.5,89.2,1011.3,245,3.1
2021-04-17T07:00:00Z,2021-04-17T06:00:00Z,PT60M,10.0,0,0,0,13.9,90.7,1011.2,242,3.4
2021-04-17T08:00:00Z,2021-04-17T07:00:00Z,PT60M,10.1,0,0,0,14.0,91.0,1011.1,242,3.5
2021-04-17T09:00:00Z,2021-04-17T08:00:00Z,PT60M,10.2,0,0,0,14.0,90.1,1010.9,240,3.1
2021-04-17T10:00:00Z,2021-04-17T09:00:00Z,PT60M,10.3,0,0,0,14.2,89.2,1010.7,241,2.6
2021-04-17T11:00:00Z,2021-04-17T10:00:00Z,PT60M,10.2,0,0,0,14.5,89.2,1010.8,241,2.0
2021-04-17T12:00:00Z,2021-04-17T11:00:00Z,PT60M,10.1,0,0,0,14.8,89.2,1010.9,233,1.3
2021-04-17T13:00:00Z,2021-04-17T12:00:00Z,PT60M,9.9,0,0,0,14.7,89.2,1011.0,220,1.3
2021-04-17T14:00:00Z,2021-04-17T13:00:00Z,PT60M,9.9,5,0,5,14.2,88.9,1011.3,208,1.2
2021-04-17T15:00:00Z,2021-04-17T14:00:00Z,PT60M,10.2,67,0,67,13.5,87.1,1011.6,174,1.0
2021-04-17T16:00:00Z,2021-04-17T15:00:00Z,PT60M,11.2,192,10,196,12.4,81.1,1011.9,141,1.0
2021-04-17T17:00:00Z,2021-04-17T16:00:00Z,PT60M,12.8,155,663,533,11.5,71.8,1012.2,167,0.6
2021-04-17T18:00:00Z,2021-04-17T17:00:00Z,PT60M,13.5,127,870,740,11.0,65.9,1012.6,254,1.3
2021-04-17T19:00:00Z,2021-04-17T18:00:00Z,PT60M,13.8,133,913,875,10.9,63.5,1012.7,270,2.3
2021-04-17T20:00:00Z,2021-04-17T19:00:00Z,PT60M,14.4,134,938,952,10.6,60.5,1012.5,265,2.9
2021-04-17T21:00:00Z,2021-04-17T20:00:00Z,PT60M,14.8,130,949,965,9.8,58.5,1012.3,263,3.5
2021-04-17T22:00:00Z,2021-04-17T21:00:00Z,PT60M,15.0,124,943,913,9.0,58.6,1012.1,266,4.3
2021-04-17T23:00:00Z,2021-04-17T22:00:00Z,PT60M,15.0,119,909,794,9.3,61.1,1011.6,267,5.0
2021-04-18T00:00:00Z,2021-04-17T23:00:00Z,PT60M,14.9,109,847,622,10.3,62.7,1011.1,271,5.2
2021-04-18T01:00:00Z,2021-04-18T00:00:00Z,PT60M,14.8,92,743,415,10.6,62.7,1011.1,278,4.8
